Company Symbol,Period,Sales,Expenses,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit Before Tax,Tax %,Net Profit,EPS in Rs,PDF URL
SHIVALIK,Mar 2025,85.31,71.99,13.32,15.61%,1.60,2.26,4.84,7.82,11.38%,6.94,3.39,https://www.screener.in/company/source/quarter/1270846/3/2025/
SHIVALIK,Jun 2025,69.39,63.63,5.76,8.30%,5.71,2.71,2.78,5.98,13.21%,5.19,2.62,https://www.screener.in/company/source/quarter/1270846/6/2025/
JKPAPER,Sep 2022,"1,430","1,007",423,30%,35,29,65,364,27%,264,15.46,https://www.screener.in/company/source/quarter/1634/9/2022/
JKPAPER,Dec 2022,"1,644","1,105",539,33%,14,36,67,451,27%,327,19.14,https://www.screener.in/company/source/quarter/1634/12/2022/
JKPAPER,Mar 2023,"1,643","1,078",565,34%,49,94,70,451,26%,334,19.44,https://www.screener.in/company/source/quarter/1634/3/2023/
JKPAPER,Jun 2023,"1,719","1,236",484,28%,41,63,81,381,26%,284,16.54,https://www.screener.in/company/source/quarter/1634/6/2023/
JKPAPER,Sep 2023,"1,584","1,107",477,30%,55,51,80,401,22%,313,18.22,https://www.screener.in/company/source/quarter/1634/9/2023/
JKPAPER,Dec 2023,"1,650","1,243",407,25%,59,42,84,341,10%,306,17.85,https://www.screener.in/company/source/quarter/1634/12/2023/
JKPAPER,Mar 2024,"1,706","1,334",372,22%,56,80,83,265,11%,236,13.88,https://www.screener.in/company/source/quarter/1634/3/2024/
JKPAPER,Jun 2024,"1,719","1,360",359,21%,57,35,63,318,13%,279,16.27,https://www.screener.in/company/source/quarter/1634/6/2024/
JKPAPER,Sep 2024,"1,714","1,433",280,16%,29,36,80,193,27%,141,8.25,https://www.screener.in/company/source/quarter/1634/9/2024/
JKPAPER,Dec 2024,"1,683","1,419",264,16%,32,68,82,145,11%,129,7.59,https://www.screener.in/company/source/quarter/1634/12/2024/
JKPAPER,Mar 2025,"1,632","1,464",168,10%,22,24,83,83,21%,65,3.86,https://www.screener.in/company/source/quarter/1634/3/2025/
JKPAPER,Jun 2025,"1,690","1,473",217,13%,25,50,86,105,27%,77,4.50,https://www.screener.in/company/source/quarter/1634/6/2025/
KCPSUGIND,Sep 2022,74,74,-0,-0%,6,4,1,1,208%,-1,-0.13,https://www.screener.in/company/source/quarter/1738/9/2022/
KCPSUGIND,Dec 2022,82,69,13,16%,24,3,1,33,12%,29,2.55,https://www.screener.in/company/source/quarter/1738/12/2022/
KCPSUGIND,Mar 2023,74,88,-14,-19%,56,3,1,38,-1%,38,3.36,https://www.screener.in/company/source/quarter/1738/3/2023/
KCPSUGIND,Jun 2023,59,54,5,9%,-1,4,3,-3,202%,-8,-0.75,https://www.screener.in/company/source/quarter/1738/6/2023/
KCPSUGIND,Sep 2023,96,85,11,12%,27,4,1,34,10%,31,2.71,https://www.screener.in/company/source/quarter/1738/9/2023/
KCPSUGIND,Dec 2023,94,82,12,12%,23,3,1,31,9%,28,2.47,https://www.screener.in/company/source/quarter/1738/12/2023/
KCPSUGIND,Mar 2024,83,86,-4,-4%,5,2,1,-2,101%,-4,-0.38,https://www.screener.in/company/source/quarter/1738/3/2024/
KCPSUGIND,Jun 2024,74,73,0,0%,22,3,3,16,28%,12,1.04,https://www.screener.in/company/source/quarter/1738/6/2024/
KCPSUGIND,Sep 2024,89,73,16,18%,48,3,1,60,9%,54,4.77,https://www.screener.in/company/source/quarter/1738/9/2024/
KCPSUGIND,Dec 2024,74,75,-1,-2%,32,2,1,28,28%,20,1.79,https://www.screener.in/company/source/quarter/1738/12/2024/
KCPSUGIND,Mar 2025,84,117,-33,-39%,5,2,2,-32,20%,-38,-3.33,https://www.screener.in/company/source/quarter/1738/3/2025/
KCPSUGIND,Jun 2025,64,34,30,47%,-53,2,3,-28,-22%,-22,-1.96,https://www.screener.in/company/source/quarter/1738/6/2025/
SHILPAMED,Sep 2022,261,241,20,8%,8,10,22,-4,-158%,2,0.05,https://www.screener.in/company/source/quarter/2981/9/2022/
SHILPAMED,Dec 2022,263,253,10,4%,4,13,23,-22,-17%,-19,-1.07,https://www.screener.in/company/source/quarter/2981/12/2022/
SHILPAMED,Mar 2023,262,231,31,12%,3,18,24,-8,-13%,-7,-0.38,https://www.screener.in/company/source/quarter/2981/3/2023/
SHILPAMED,Jun 2023,264,227,37,14%,2,18,26,-4,90%,-8,-0.46,https://www.screener.in/company/source/quarter/2981/6/2023/
SHILPAMED,Sep 2023,260,214,46,18%,2,18,27,3,64%,1,0.07,https://www.screener.in/company/source/quarter/2981/9/2023/
SHILPAMED,Dec 2023,313,255,58,19%,2,23,28,9,83%,2,0.09,https://www.screener.in/company/source/quarter/2981/12/2023/
SHILPAMED,Mar 2024,287,222,65,23%,2,26,27,14,67%,5,0.26,https://www.screener.in/company/source/quarter/2981/3/2024/
SHILPAMED,Jun 2024,292,222,70,24%,9,24,27,28,12%,24,1.41,https://www.screener.in/company/source/quarter/2981/6/2024/
SHILPAMED,Sep 2024,293,222,70,24%,10,24,27,29,51%,14,0.72,https://www.screener.in/company/source/quarter/2981/9/2024/
SHILPAMED,Dec 2024,344,258,86,25%,5,26,28,37,51%,18,0.92,https://www.screener.in/company/source/quarter/2981/12/2024/
SHILPAMED,Mar 2025,319,239,81,25%,1,12,29,42,24%,32,1.62,https://www.screener.in/company/source/quarter/2981/3/2025/
SHILPAMED,Jun 2025,331,254,77,23%,-18,14,29,15,5%,15,0.74,https://www.screener.in/company/source/quarter/2981/6/2025/
BRIGADE,Sep 2022,902,670,233,26%,32,106,75,83,22%,65,3.81,https://www.screener.in/company/source/quarter/549/9/2022/
BRIGADE,Dec 2022,879,663,216,25%,51,110,78,80,35%,52,3.36,https://www.screener.in/company/source/quarter/549/12/2022/
BRIGADE,Mar 2023,820,612,208,25%,38,118,78,50,14%,43,2.47,https://www.screener.in/company/source/quarter/549/3/2023/
BRIGADE,Jun 2023,843,641,202,24%,47,100,83,65,3%,63,3.00,https://www.screener.in/company/source/quarter/549/6/2023/
BRIGADE,Sep 2023,654,479,175,27%,31,108,68,30,27%,22,1.67,https://www.screener.in/company/source/quarter/549/9/2023/
BRIGADE,Dec 2023,"1,367","1,042",325,24%,41,110,76,180,38%,112,5.78,https://www.screener.in/company/source/quarter/549/12/2023/
BRIGADE,Mar 2024,"1,174",912,262,22%,34,135,82,79,30%,56,3.18,https://www.screener.in/company/source/quarter/549/3/2024/
BRIGADE,Jun 2024,"1,702","1,270",433,25%,60,138,76,279,24%,211,8.92,https://www.screener.in/company/source/quarter/549/6/2024/
BRIGADE,Sep 2024,"1,078",785,293,27%,36,152,68,108,26%,81,3.62,https://www.screener.in/company/source/quarter/549/9/2024/
BRIGADE,Dec 2024,"1,072",780,292,27%,66,123,69,166,31%,115,4.87,https://www.screener.in/company/source/quarter/549/12/2024/
BRIGADE,Mar 2025,"1,464","1,050",414,28%,66,114,76,289,18%,236,9.67,https://www.screener.in/company/source/quarter/549/3/2025/
BRIGADE,Jun 2025,"1,460","1,044",416,28%,72,107,76,306,18%,249,10.10,https://www.screener.in/company/source/quarter/549/6/2025/
SIRCA,Sep 2022,61,46,15,25%,1,0,1,15,24%,12,2.13,https://www.screener.in/company/source/quarter/1274355/9/2022/
SIRCA,Dec 2022,73,54,19,26%,2,0,1,20,26%,14,2.63,https://www.screener.in/company/source/quarter/1274355/12/2022/
SIRCA,Mar 2023,65,51,14,22%,1,0,1,14,26%,11,1.92,https://www.screener.in/company/source/quarter/1274355/3/2023/
SIRCA,Jun 2023,68,55,13,19%,1,0,1,13,27%,9,1.73,https://www.screener.in/company/source/quarter/1274355/6/2023/
SIRCA,Sep 2023,73,56,17,24%,1,0,1,18,27%,13,2.35,https://www.screener.in/company/source/quarter/1274355/9/2023/
SIRCA,Dec 2023,84,62,21,25%,1,0,2,21,26%,16,2.83,https://www.screener.in/company/source/quarter/1274355/12/2023/
SIRCA,Mar 2024,72,59,14,19%,2,0,2,14,24%,11,1.92,https://www.screener.in/company/source/quarter/1274355/3/2024/
SIRCA,Jun 2024,83,66,16,20%,2,0,2,17,26%,13,2.28,https://www.screener.in/company/source/quarter/1274355/6/2024/
SIRCA,Sep 2024,79,65,14,18%,1,0,2,14,27%,10,1.86,https://www.screener.in/company/source/quarter/1274355/9/2024/
SIRCA,Dec 2024,106,87,19,18%,1,0,2,18,26%,13,2.42,https://www.screener.in/company/source/quarter/1274355/12/2024/
SIRCA,Mar 2025,89,73,15,17%,2,0,2,16,26%,11,2.09,https://www.screener.in/company/source/quarter/1274355/3/2025/
SIRCA,Jun 2025,101,82,19,19%,1,0,2,18,22%,14,2.57,https://www.screener.in/company/source/quarter/1274355/6/2025/
ACCELYA,Sep 2022,103,61,42,41%,2,1,9,34,27%,25,16.86,https://www.screener.in/company/source/quarter/1688/9/2022/
ACCELYA,Dec 2022,115,64,52,45%,2,1,9,44,25%,33,22.18,https://www.screener.in/company/source/quarter/1688/12/2022/
ACCELYA,Mar 2023,112,72,40,36%,2,1,8,34,25%,25,16.89,https://www.screener.in/company/source/quarter/1688/3/2023/
ACCELYA,Jun 2023,119,75,45,37%,14,0,8,50,27%,36,24.31,https://www.screener.in/company/source/quarter/1688/6/2023/
ACCELYA,Sep 2023,122,73,49,40%,3,0,8,44,26%,32,21.51,https://www.screener.in/company/source/quarter/1688/9/2023/
ACCELYA,Dec 2023,127,79,48,38%,2,0,8,42,25%,32,21.12,https://www.screener.in/company/source/quarter/1688/12/2023/
ACCELYA,Mar 2024,125,79,45,36%,3,0,7,40,23%,31,20.72,https://www.screener.in/company/source/quarter/1688/3/2024/
ACCELYA,Jun 2024,131,81,50,38%,-31,0,7,12,98%,0,0.13,https://www.screener.in/company/source/quarter/1688/6/2024/
ACCELYA,Sep 2024,128,80,48,37%,3,1,8,42,26%,31,20.90,https://www.screener.in/company/source/quarter/1688/9/2024/
ACCELYA,Dec 2024,127,79,49,38%,3,1,8,44,26%,32,21.75,https://www.screener.in/company/source/quarter/1688/12/2024/
ACCELYA,Mar 2025,133,85,48,36%,3,1,6,44,26%,32,21.68,https://www.screener.in/company/source/quarter/1688/3/2025/
ACCELYA,Jun 2025,137,90,46,34%,3,1,6,42,28%,30,20.27,https://www.screener.in/company/source/quarter/1688/6/2025/
NEULANDLAB,Sep 2022,221,193,29,13%,1,3,13,13,26%,10,7.77,https://www.screener.in/company/source/quarter/2244/9/2022/
NEULANDLAB,Dec 2022,294,224,69,24%,0,3,13,53,28%,38,29.98,https://www.screener.in/company/source/quarter/2244/12/2022/
NEULANDLAB,Mar 2023,269,215,54,20%,1,3,13,39,22%,31,23.81,https://www.screener.in/company/source/quarter/2244/3/2023/
NEULANDLAB,Jun 2023,407,287,120,29%,8,4,13,110,23%,85,65.89,https://www.screener.in/company/source/quarter/2244/6/2023/
NEULANDLAB,Sep 2023,363,266,97,27%,2,2,14,83,26%,62,48.23,https://www.screener.in/company/source/quarter/2244/9/2023/
NEULANDLAB,Dec 2023,418,280,137,33%,3,4,15,122,27%,89,69.56,https://www.screener.in/company/source/quarter/2244/12/2023/
NEULANDLAB,Mar 2024,393,272,121,31%,2,4,15,104,22%,81,63.44,https://www.screener.in/company/source/quarter/2244/3/2024/
NEULANDLAB,Jun 2024,385,278,107,28%,5,4,16,92,27%,68,52.66,https://www.screener.in/company/source/quarter/2244/6/2024/
NEULANDLAB,Sep 2024,440,316,123,28%,25,3,16,130,25%,98,76.28,https://www.screener.in/company/source/quarter/2244/9/2024/
NEULANDLAB,Dec 2024,311,249,62,20%,4,1,16,49,34%,33,25.60,https://www.screener.in/company/source/quarter/2244/12/2024/
NEULANDLAB,Mar 2025,398,311,87,22%,60,2,16,128,20%,102,79.18,https://www.screener.in/company/source/quarter/2244/3/2025/
NEULANDLAB,Jun 2025,328,277,51,16%,7,2,17,39,29%,28,21.68,https://www.screener.in/company/source/quarter/2244/6/2025/
BALAJITELE,Sep 2022,118.82,139.18,-20.36,-17.14%,1.47,1.08,3.29,-23.26,5.29%,-24.49,-2.40,https://www.screener.in/company/source/quarter/381/9/2022/
BALAJITELE,Dec 2022,164.19,179.05,-14.86,-9.05%,0.65,1.30,3.27,-18.78,-1.06%,-18.59,-1.83,https://www.screener.in/company/source/quarter/381/12/2022/
BALAJITELE,Mar 2023,165.43,160.81,4.62,2.79%,2.71,2.78,2.04,2.51,204.78%,-2.64,-0.14,https://www.screener.in/company/source/quarter/381/3/2023/
BALAJITELE,Jun 2023,144.53,133.04,11.49,7.95%,8.62,2.99,1.77,15.35,49.64%,7.72,0.69,https://www.screener.in/company/source/quarter/381/6/2023/
BALAJITELE,Sep 2023,152.14,131.02,21.12,13.88%,0.71,3.07,1.84,16.92,37.35%,10.60,1.04,https://www.screener.in/company/source/quarter/381/9/2023/
BALAJITELE,Dec 2023,199.55,181.13,18.42,9.23%,3.71,3.20,2.07,16.86,31.26%,11.59,1.17,https://www.screener.in/company/source/quarter/381/12/2023/
BALAJITELE,Mar 2024,138.33,134.14,4.19,3.03%,0.73,1.96,2.06,0.90,123.33%,-0.19,-0.01,https://www.screener.in/company/source/quarter/381/3/2024/
BALAJITELE,Jun 2024,135.11,132.86,2.25,1.67%,0.84,2.34,2.15,-1.40,86.43%,-2.61,-0.25,https://www.screener.in/company/source/quarter/381/6/2024/
BALAJITELE,Sep 2024,149.17,144.76,4.41,2.96%,1.12,1.51,2.01,2.01,210.45%,-2.22,-0.07,https://www.screener.in/company/source/quarter/381/9/2024/
BALAJITELE,Dec 2024,144.42,132.61,11.81,8.18%,2.12,1.19,2.01,10.73,56.94%,4.62,0.56,https://www.screener.in/company/source/quarter/381/12/2024/
BALAJITELE,Mar 2025,93.25,104.10,-10.85,-11.64%,0.93,0.50,1.78,-12.20,-2.87%,-11.85,-1.16,https://www.screener.in/company/source/quarter/381/3/2025/
BALAJITELE,Jun 2025,66.25,85.34,-19.09,-28.82%,10.26,0.17,1.74,-10.74,-975.51%,94.03,7.85,https://www.screener.in/company/source/quarter/381/6/2025/
HDFCLIFE,Dec 2022,"23,083","22,815",268,1%,87,0,0,355,7%,329,1.53,https://www.screener.in/company/source/quarter/1274197/12/2022/
HDFCLIFE,Mar 2023,"19,577","19,787",-210,-1%,394,0,0,184,-72%,316,1.47,https://www.screener.in/company/source/quarter/1274197/3/2023/
HDFCLIFE,Jun 2023,"20,857","21,215",-358,-2%,882,0,0,525,31%,362,1.68,https://www.screener.in/company/source/quarter/1274197/6/2023/
HDFCLIFE,Sep 2023,"23,371","23,045",326,1%,114,0,0,440,5%,417,1.94,https://www.screener.in/company/source/quarter/1274197/9/2023/
HDFCLIFE,Dec 2023,"23,142","23,557",-415,-2%,136,0,0,-279,-235%,378,1.76,https://www.screener.in/company/source/quarter/1274197/12/2023/
HDFCLIFE,Mar 2024,"26,927","26,663",264,1%,103,0,0,367,-0%,368,1.71,https://www.screener.in/company/source/quarter/1274197/3/2024/
HDFCLIFE,Jun 2024,"28,041","27,766",275,1%,174,0,0,450,8%,412,1.91,https://www.screener.in/company/source/quarter/1274197/6/2024/
HDFCLIFE,Sep 2024,"26,934","26,623",311,1%,90,0,0,401,-20%,479,2.23,https://www.screener.in/company/source/quarter/1274197/9/2024/
HDFCLIFE,Dec 2024,"28,497","28,807",-310,-1%,279,0,0,-30,"-1,541%",435,2.02,https://www.screener.in/company/source/quarter/1274197/12/2024/
HDFCLIFE,Mar 2025,"17,300","16,852",448,3%,-29,0,0,419,-1%,421,1.96,https://www.screener.in/company/source/quarter/1274197/3/2025/
HDFCLIFE,Jun 2025,"24,191","23,814",377,2%,124,0,0,500,5%,475,2.21,https://www.screener.in/company/source/quarter/1274197/6/2025/
HDFCLIFE,Sep 2025,"29,463","29,024",439,1%,164,0,0,604,9%,548,2.54,https://www.screener.in/company/source/quarter/1274197/9/2025/
JINDALPHOT,Sep 2022,0,0,-0,"-1,500%",51,1,0,50,-0%,50,48.66,https://www.screener.in/company/source/quarter/1622/9/2022/
JINDALPHOT,Dec 2022,0,0,-0,-200%,24,1,0,22,-2%,23,21.88,https://www.screener.in/company/source/quarter/1622/12/2022/
JINDALPHOT,Mar 2023,0,0,-0,-267%,44,1,0,42,-1%,43,41.35,https://www.screener.in/company/source/quarter/1622/3/2023/
JINDALPHOT,Jun 2023,8,0,8,98%,46,1,0,52,-0%,52,50.40,https://www.screener.in/company/source/quarter/1622/6/2023/
JINDALPHOT,Sep 2023,0,0,0,73%,34,0,0,34,-0%,34,32.55,https://www.screener.in/company/source/quarter/1622/9/2023/
JINDALPHOT,Dec 2023,0,0,0,69%,46,0,0,46,-0%,46,44.49,https://www.screener.in/company/source/quarter/1622/12/2023/
JINDALPHOT,Mar 2024,0,0,0,79%,90,0,0,90,-0%,90,87.43,https://www.screener.in/company/source/quarter/1622/3/2024/
JINDALPHOT,Jun 2024,19,0,19,100%,81,3,0,96,-0%,96,93.35,https://www.screener.in/company/source/quarter/1622/6/2024/
JINDALPHOT,Sep 2024,1,0,1,84%,48,1,0,47,-0%,47,46.04,https://www.screener.in/company/source/quarter/1622/9/2024/
JINDALPHOT,Dec 2024,1,0,1,90%,125,1,0,125,0%,125,121.06,https://www.screener.in/company/source/quarter/1622/12/2024/
JINDALPHOT,Mar 2025,0,0,0,73%,26,1,0,25,-0%,25,23.89,https://www.screener.in/company/source/quarter/1622/3/2025/
JINDALPHOT,Jun 2025,1,0,0,83%,30,1,0,29,-1%,29,28.37,https://www.screener.in/company/source/quarter/1622/6/2025/
JUBLFOOD,Sep 2022,"1,255",962,293,23%,11,47,107,149,25%,113,1.71,https://www.screener.in/company/source/quarter/1658/9/2022/
JUBLFOOD,Dec 2022,"1,301",990,312,24%,27,50,115,174,25%,132,1.99,https://www.screener.in/company/source/quarter/1658/12/2022/
JUBLFOOD,Mar 2023,"1,332","1,046",286,22%,10,52,133,111,28%,80,1.22,https://www.screener.in/company/source/quarter/1658/3/2023/
JUBLFOOD,Jun 2023,"1,270","1,052",218,17%,20,53,132,53,47%,29,0.43,https://www.screener.in/company/source/quarter/1658/6/2023/
JUBLFOOD,Sep 2023,"1,335","1,100",235,18%,9,54,136,54,47%,29,0.44,https://www.screener.in/company/source/quarter/1658/9/2023/
JUBLFOOD,Dec 2023,"1,369","1,091",277,20%,42,57,142,121,19%,97,1.47,https://www.screener.in/company/source/quarter/1658/12/2023/
JUBLFOOD,Mar 2024,"1,378","1,098",280,20%,20,62,152,86,23%,66,1.00,https://www.screener.in/company/source/quarter/1658/3/2024/
JUBLFOOD,Jun 2024,"1,574","1,262",311,20%,196,114,169,224,7%,208,3.14,https://www.screener.in/company/source/quarter/1658/6/2024/
JUBLFOOD,Sep 2024,"1,933","1,553",380,20%,14,134,184,77,24%,58,0.85,https://www.screener.in/company/source/quarter/1658/9/2024/
JUBLFOOD,Dec 2024,"1,955","1,558",396,20%,25,138,201,82,19%,67,0.97,https://www.screener.in/company/source/quarter/1658/12/2024/
JUBLFOOD,Mar 2025,"2,151","1,749",402,19%,6,133,208,67,35%,43,0.65,https://www.screener.in/company/source/quarter/1658/3/2025/
JUBLFOOD,Jun 2025,"2,103","1,715",389,18%,11,117,214,69,28%,49,0.73,https://www.screener.in/company/source/quarter/1658/6/2025/
TGBHOTELS,Sep 2018,18.66,17.26,1.40,7.50%,0.24,0.41,0.89,0.34,0.00%,0.34,0.12,https://www.screener.in/company/source/quarter/448/9/2018/
TGBHOTELS,Dec 2018,19.68,18.56,1.12,5.69%,0.21,0.36,0.44,0.53,0.00%,0.52,0.18,https://www.screener.in/company/source/quarter/448/12/2018/
TGBHOTELS,Mar 2019,21.79,28.39,-6.60,-30.29%,5.25,0.37,0.67,-2.39,0.00%,-2.39,-0.82,https://www.screener.in/company/source/quarter/448/3/2019/
TGBHOTELS,Jun 2019,20.67,58.95,-38.28,-185.20%,-5.31,0.25,0.75,-44.59,0.00%,-44.58,-15.22,https://www.screener.in/company/source/quarter/448/6/2019/
TGBHOTELS,Sep 2019,7.44,6.75,0.69,9.27%,0.46,0.31,0.49,0.35,0.00%,0.35,0.12,https://www.screener.in/company/source/quarter/448/9/2019/
TGBHOTELS,Dec 2019,7.40,6.39,1.01,13.65%,0.23,0.34,0.49,0.41,0.00%,0.42,0.14,https://www.screener.in/company/source/quarter/448/12/2019/
TGBHOTELS,Mar 2020,9.37,8.48,0.89,9.50%,0.41,0.31,0.49,0.50,0.00%,0.50,0.17,https://www.screener.in/company/source/quarter/448/3/2020/
TGBHOTELS,Jun 2020,9.37,27.56,-18.19,-194.13%,19.21,0.28,1.60,-0.86,-51.16%,-0.41,-0.14,https://www.screener.in/company/source/quarter/448/6/2020/
KRITINUT,Jun 2024,172.27,159.47,12.80,7.43%,1.17,0.46,1.26,12.25,28.57%,8.75,1.75,https://www.screener.in/company/source/quarter/1836/6/2024/
KRITINUT,Dec 2024,187.82,169.24,18.58,9.89%,1.66,0.13,1.33,18.78,24.01%,14.27,2.85,https://www.screener.in/company/source/quarter/1836/12/2024/
KRITINUT,Mar 2025,172.92,161.86,11.06,6.40%,2.49,0.15,1.38,12.02,31.36%,8.25,1.65,https://www.screener.in/company/source/quarter/1836/3/2025/
KRITINUT,Jun 2025,200.05,193.96,6.09,3.04%,1.93,0.18,1.40,6.44,23.14%,4.92,0.98,https://www.screener.in/company/source/quarter/1836/6/2025/
BIRLACABLE,Sep 2022,147.86,139.83,8.03,5.43%,0.10,1.84,2.71,3.58,19.83%,2.88,0.96,https://www.screener.in/company/source/quarter/492/9/2022/
BIRLACABLE,Dec 2022,199.34,182.50,16.84,8.45%,1.44,3.45,2.64,12.19,25.10%,9.13,3.04,https://www.screener.in/company/source/quarter/492/12/2022/
BIRLACABLE,Mar 2023,199.70,183.88,15.82,7.92%,1.86,4.03,2.59,11.06,25.95%,8.20,2.73,https://www.screener.in/company/source/quarter/492/3/2023/
BIRLACABLE,Jun 2023,245.30,222.98,22.32,9.10%,1.10,3.59,2.70,17.13,25.63%,12.73,4.24,https://www.screener.in/company/source/quarter/492/6/2023/
BIRLACABLE,Sep 2023,174.10,161.89,12.21,7.01%,9.67,3.66,2.41,15.81,25.87%,11.71,3.90,https://www.screener.in/company/source/quarter/492/9/2023/
BIRLACABLE,Dec 2023,174.71,164.97,9.74,5.57%,2.90,3.28,2.60,6.76,25.30%,5.05,1.68,https://www.screener.in/company/source/quarter/492/12/2023/
BIRLACABLE,Mar 2024,161.97,150.65,11.32,6.99%,0.76,3.99,3.01,5.08,25.20%,3.80,1.27,https://www.screener.in/company/source/quarter/492/3/2024/
BIRLACABLE,Jun 2024,174.72,167.53,7.19,4.12%,1.66,3.93,2.77,2.15,26.05%,1.59,0.53,https://www.screener.in/company/source/quarter/492/6/2024/
BIRLACABLE,Sep 2024,165.91,159.45,6.46,3.89%,0.56,2.97,3.84,0.21,28.57%,0.14,0.05,https://www.screener.in/company/source/quarter/492/9/2024/
BIRLACABLE,Dec 2024,181.72,172.55,9.17,5.05%,1.03,3.95,3.83,2.42,25.21%,1.82,0.61,https://www.screener.in/company/source/quarter/492/12/2024/
BIRLACABLE,Mar 2025,157.80,148.69,9.11,5.77%,0.75,3.94,3.92,2.00,28.00%,1.44,0.48,https://www.screener.in/company/source/quarter/492/3/2025/
BIRLACABLE,Jun 2025,156.23,148.30,7.93,5.08%,0.76,2.48,4.16,2.05,27.32%,1.48,0.49,https://www.screener.in/company/source/quarter/492/6/2025/
OMAXE,Sep 2022,121,145,-23,-19%,3,29,17,-66,-24%,-50,-2.68,https://www.screener.in/company/source/quarter/2329/9/2022/
OMAXE,Dec 2022,119,187,-68,-57%,3,31,16,-112,-22%,-87,-4.78,https://www.screener.in/company/source/quarter/2329/12/2022/
OMAXE,Mar 2023,244,346,-102,-42%,10,27,16,-136,-20%,-109,-5.79,https://www.screener.in/company/source/quarter/2329/3/2023/
OMAXE,Jun 2023,289,399,-109,-38%,9,26,16,-143,-27%,-104,-5.77,https://www.screener.in/company/source/quarter/2329/6/2023/
OMAXE,Sep 2023,213,306,-93,-43%,7,31,16,-132,-19%,-106,-5.81,https://www.screener.in/company/source/quarter/2329/9/2023/
OMAXE,Dec 2023,266,333,-67,-25%,4,29,10,-103,-18%,-84,-4.61,https://www.screener.in/company/source/quarter/2329/12/2023/
OMAXE,Mar 2024,599,637,-37,-6%,3,32,15,-82,-12%,-72,-3.66,https://www.screener.in/company/source/quarter/2329/3/2024/
OMAXE,Jun 2024,536,682,-146,-27%,7,38,14,-191,-25%,-144,-7.93,https://www.screener.in/company/source/quarter/2329/6/2024/
OMAXE,Sep 2024,342,493,-151,-44%,44,42,7,-157,-6%,-147,-8.06,https://www.screener.in/company/source/quarter/2329/9/2024/
OMAXE,Dec 2024,389,613,-224,-58%,9,45,7,-267,-10%,-239,-13.10,https://www.screener.in/company/source/quarter/2329/12/2024/
OMAXE,Mar 2025,289,416,-127,-44%,11,57,10,-183,-18%,-150,-8.23,https://www.screener.in/company/source/quarter/2329/3/2025/
OMAXE,Jun 2025,541,647,-106,-20%,12,51,12,-157,-5%,-149,-8.11,https://www.screener.in/company/source/quarter/2329/6/2025/
AIROLAM,Sep 2022,53.91,49.41,4.50,8.35%,0.00,0.65,0.82,3.03,27.06%,2.21,1.47,https://www.screener.in/company/source/quarter/1274164/9/2022/
AIROLAM,Dec 2022,45.81,42.99,2.82,6.16%,0.51,1.09,0.83,1.41,26.95%,1.04,0.69,https://www.screener.in/company/source/quarter/1274164/12/2022/
AIROLAM,Mar 2023,47.66,43.82,3.84,8.06%,0.29,1.04,0.84,2.25,25.33%,1.69,1.13,https://www.screener.in/company/source/quarter/1274164/3/2023/
AIROLAM,Jun 2023,52.21,46.67,5.54,10.61%,-0.23,1.41,0.84,3.06,20.26%,2.45,1.63,https://www.screener.in/company/source/quarter/1274164/6/2023/
AIROLAM,Sep 2023,48.64,43.23,5.41,11.12%,0.17,1.12,0.84,3.62,27.62%,2.62,1.75,https://www.screener.in/company/source/quarter/1274164/9/2023/
